"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"pavlovia","0","2","0.0-0.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","","","","","","","","","","","","",""
"instructions","1","2789","0.0-1.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","[{""page_index"":0,""viewing_time"":2787}]","2787","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","","fullscreenenter","2","6613","fullscreenenter","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","","fullscreenexit","2","7590","fullscreenexit","","","","","","","",""
"fullscreen","2","7600","0.0-2.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","","","","","","true","","","","","","",""
"image-keyboard-response","3","11285","0.0-3.0-0.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","3683","","","","fullscreenfail","","","32","","","","",""
"instructions","4","77333","0.0-4.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","[{""page_index"":0,""viewing_time"":1132},{""page_index"":1,""viewing_time"":36448},{""page_index"":2,""viewing_time"":12314},{""page_index"":3,""viewing_time"":1022},{""page_index"":4,""viewing_time"":4884},{""page_index"":5,""viewing_time"":4951},{""page_index"":6,""viewing_time"":2856},{""page_index"":7,""viewing_time"":2189}]","65797","","","","","","","","","","","",""
"html-slider-response","5","86606","0.0-5.0-1.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","9269","","","","decision","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","50","complete strangers","2/3 or 67%","","50"
"html-slider-response","6","88295","0.0-5.0-1.1","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","1688","","","","decision","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","50","your high school classmates","1/2 or 50%","","50"
"html-slider-response","7","90372","0.0-5.0-1.2","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","2076","","","","decision","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","50","your closest friends","1/3 or 33%","","50"
"html-slider-response","8","91965","0.0-5.0-1.3","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","1592","","","","decision","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","50","your acquaintances","1/4 or 25%","","50"
"html-slider-response","9","93113","0.0-5.0-1.4","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","1148","","","","decision","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","50","other prolific workers","3/4 or 75%","","50"
"instructions","10","95799","0.0-6.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","[{""page_index"":0,""viewing_time"":2685}]","2685","","","","","","","","","","","",""
"html-slider-response","11","108824","0.0-7.0-1.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","13023","","","","simRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","your closest friends","","",""
"html-slider-response","12","116803","0.0-7.0-1.1","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","7977","","","","simRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","your acquaintances","","",""
"html-slider-response","13","122425","0.0-7.0-1.2","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","5622","","","","simRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","other prolific workers","","",""
"html-slider-response","14","125717","0.0-7.0-1.3","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","3291","","","","simRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","your high school classmates","","",""
"html-slider-response","15","128113","0.0-7.0-1.4","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","2394","","","","simRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","complete strangers","","",""
"instructions","16","136679","0.0-8.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","[{""page_index"":0,""viewing_time"":8566}]","8566","","","","","","","","","","","",""
"html-slider-response","17","141049","0.0-9.0-1.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","4369","","","","abilRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your high school classmates","","",""
"html-slider-response","18","142975","0.0-9.0-1.1","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","1924","","","","abilRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","other prolific workers","","",""
"html-slider-response","19","144919","0.0-9.0-1.2","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","1944","","","","abilRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your acquaintances","","",""
"html-slider-response","20","146301","0.0-9.0-1.3","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","1381","","","","abilRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","complete strangers","","",""
"html-slider-response","21","148714","0.0-9.0-1.4","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","2412","","","","abilRating","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","8","your closest friends","","",""
"fullscreen","22","149716","0.0-10.0","5f2f86864fd821374b4367bc","bdp_bc","Mon Mar 27 2023 12:08:49 GMT-0700 (Pacific Daylight Time)","149717","","","","","","","true","","","","","","",""
"html-keyboard-response","23","150220","0.0-11.0","","","","","","null","","","","","","","null","","","","",""
